"test_type"	"sort_alg"	"log_size"	"size"	"*sort"	"\sort"	"/sort"	"3sort"	"+sort"	"~sort"	"=sort"	"!sort"
"Float32"	"OldQuickSort"	10	1024	0.000102431	2.4413e-5	2.1714e-5	2.3651e-5	4.9629e-5	4.3384e-5	2.7586e-5	9.7719e-5
"Float32"	"OldQuickSort"	10	1024	8.0399e-5	2.7475e-5	2.298e-5	2.6748e-5	4.5658e-5	4.8805e-5	2.6166e-5	0.000117195
"Float32"	"OldQuickSort"	11	2048	0.000220914	4.7936e-5	4.5236e-5	3.8713e-5	7.7354e-5	8.1312e-5	0.000101602	0.000313316
"Float32"	"OldQuickSort"	11	2048	0.000171749	5.0373e-5	4.8996e-5	4.74e-5	7.8334e-5	0.000103063	7.0048e-5	0.000230951
"Float32"	"OldQuickSort"	11	2048	0.00014049	3.6764e-5	3.1608e-5	3.104e-5	7.406e-5	6.8079e-5	5.2438e-5	0.00017243
"Float32"	"OldQuickSort"	11	2048	0.000212286	5.4386e-5	5.1925e-5	4.3765e-5	8.4e-5	9.1882e-5	7.4558e-5	0.000254432
"Float32"	"OldQuickSort"	11	2048	0.00022417	4.9247e-5	4.3148e-5	4.6802e-5	9.0035e-5	9.5131e-5	8.0022e-5	0.000195412
"Float32"	"OldQuickSort"	12	4096	0.000399054	0.000140655	0.000129308	7.7914e-5	0.000273826	0.000237774	0.000108746	0.000631384
"Float32"	"OldQuickSort"	12	4096	0.000441441	8.512e-5	7.9711e-5	0.000105564	0.000146082	0.000234573	0.00017946	0.001002589
"Float32"	"OldQuickSort"	12	4096	0.000314195	6.5579e-5	6.35e-5	6.3486e-5	0.000134759	0.00015228	9.5774e-5	0.000618776
"Float32"	"OldQuickSort"	12	4096	0.000434412	9.9207e-5	9.4195e-5	8.4398e-5	0.000193274	0.00021718	0.00011089	0.000681493
"Float32"	"OldQuickSort"	12	4096	0.000403106	8.6155e-5	8.2734e-5	9.1525e-5	0.000151129	0.000195816	0.000171861	0.000696306
"Float32"	"OldQuickSort"	13	8192	0.000892481	0.000255812	0.000229598	0.00027273	0.000381044	0.00038119	0.000232532	0.0011018
"Float32"	"OldQuickSort"	13	8192	0.000841304	0.000173092	0.000196728	0.000213872	0.000550505	0.000379226	0.00023804	0.001232884
"Float32"	"OldQuickSort"	13	8192	0.000648052	0.000155288	0.00015057	0.000159758	0.000246938	0.00038423	0.000243345	0.000957007
"Float32"	"OldQuickSort"	13	8192	0.000860635	0.00026197	0.00026544	0.000207287	0.000342809	0.000373342	0.000305582	0.001221189
"Float32"	"OldQuickSort"	13	8192	0.000882533	0.000158172	0.000173206	0.000214002	0.000299502	0.000378167	0.000368426	0.000955511
"Float32"	"OldQuickSort"	14	16384	0.001978609	0.000461931	0.000527238	0.000584951	0.000571248	0.000871387	0.000633227	0.002773208
"Float32"	"OldQuickSort"	14	16384	0.001771283	0.000481102	0.000398115	0.000495345	0.000735006	0.000711966	0.000451182	0.002157882
"Float32"	"OldQuickSort"	14	16384	0.001454785	0.000284156	0.000431236	0.000472729	0.0007273	0.000772639	0.000383942	0.00170897
"Float32"	"OldQuickSort"	14	16384	0.00194934	0.000516012	0.000497312	0.000362589	0.000593992	0.0007841	0.000663212	0.002719132
"Float32"	"OldQuickSort"	14	16384	0.001817963	0.000447616	0.000490856	0.000522432	0.00060484	0.001067726	0.000628356	0.002066012
"Float32"	"OldQuickSort"	15	32768	0.00342512	0.000787718	0.00093032	0.000848447	0.001733808	0.001813815	0.001532929	0.006784728
"Float32"	"OldQuickSort"	15	32768	0.003471687	0.00098105	0.000881376	0.001105048	0.001753792	0.001904372	0.001408739	0.006919574
"Float32"	"OldQuickSort"	15	32768	0.00332442	0.000644001	0.000686262	0.000668218	0.001102163	0.00118155	0.000835283	0.005968895
"Float32"	"OldQuickSort"	15	32768	0.003518544	0.001020658	0.000889691	0.000963177	0.001857423	0.002146602	0.001783057	0.009779254
"Float32"	"OldQuickSort"	15	32768	0.003888304	0.001180086	0.001056657	0.000994616	0.00169109	0.001973203	0.001042982	0.006814258
"Float32"	"OldQuickSort"	16	65536	0.007442672	0.002016609	0.00153052	0.001850205	0.003662563	0.002945808	0.00208782	0.033845697
"Float32"	"OldQuickSort"	16	65536	0.007397574	0.00204448	0.001475018	0.001958107	0.002662786	0.003982592	0.003007274	0.029014362
"Float32"	"OldQuickSort"	16	65536	0.006635	0.001380999	0.001295437	0.001197098	0.002012851	0.004004777	0.001762147	0.024783997
"Float32"	"OldQuickSort"	16	65536	0.008025156	0.001866435	0.002166097	0.001787695	0.003592851	0.003378232	0.003070199	0.03441023
"Float32"	"OldQuickSort"	16	65536	0.007462814	0.002141222	0.00218604	0.002250581	0.00348629	0.004036226	0.003483404	0.030272538
"Float32"	"OldQuickSort"	17	131072	0.017747674	0.004708153	0.004564005	0.004506518	0.008823873	0.008774975	0.007408923	0.28315225
"Float32"	"OldQuickSort"	17	131072	0.016986131	0.00427898	0.004581553	0.003924728	0.008211418	0.006109246	0.00427284	0.284779084
"Float32"	"OldQuickSort"	17	131072	0.01376304	0.002605708	0.003658216	0.002693884	0.00408708	0.005434861	0.00413433	0.172315059
"Float32"	"OldQuickSort"	17	131072	0.017505203	0.004162473	0.003966558	0.003674058	0.007204339	0.008157813	0.006427198	0.279182203
"Float32"	"OldQuickSort"	17	131072	0.017219008	0.004406407	0.004066563	0.003837485	0.006092175	0.006257396	0.00424008	0.285176682
"Float32"	"OldQuickSort"	18	262144	0.03783421	0.006521866	0.006205795	0.008908712	0.01717874	0.017734965	0.009636912	NA
"Float32"	"OldQuickSort"	18	262144	0.033674192	0.00885015	0.007387894	0.006363948	0.012054522	0.014133994	0.01272028	NA
"Float32"	"OldQuickSort"	18	262144	0.027955569	0.005353775	0.005183364	0.006281595	0.011260066	0.01173061	0.008377218	NA
"Float32"	"OldQuickSort"	18	262144	0.037933954	0.006377029	0.006124999	0.007605355	0.014785515	0.016542538	0.009010673	NA
"Float32"	"OldQuickSort"	18	262144	0.034696924	0.009041259	0.006353516	0.006256942	0.013395018	0.01328268	0.010989323	NA
"Float32"	"OldQuickSort"	19	524288	0.074519455	0.019287747	0.018533822	0.017745374	0.03235406	0.033276298	0.029902235	NA
"Float32"	"OldQuickSort"	19	524288	0.080169741	0.013773314	0.018122863	0.01876418	0.026796694	0.033141372	0.025051861	NA
"Float32"	"OldQuickSort"	19	524288	0.06042205	0.011430445	0.011189362	0.01120581	0.016782729	0.023348122	0.016337119	NA
"Float32"	"OldQuickSort"	19	524288	0.075983211	0.018443913	0.017701075	0.013462169	0.02733534	0.031757159	0.026147535	NA
"Float32"	"OldQuickSort"	19	524288	0.079722822	0.0151364	0.013095225	0.017954365	0.02941179	0.029123767	0.02372606	NA
"Float64"	"OldQuickSort"	6	64	6.062e-6	7.243e-6	7.373e-6	3.853e-6	5.385e-6	6.022e-6	7.869e-6	9.788e-6
"Float64"	"OldQuickSort"	6	64	6.07e-6	6.457e-6	6.33e-6	7.57e-6	9.517e-6	9.444e-6	7.562e-6	1.0136e-5
"Float64"	"OldQuickSort"	6	64	4.501e-6	3.398e-6	2.9e-6	3.164e-6	5.408e-6	3.86e-6	3.124e-6	5.563e-6
"Float64"	"OldQuickSort"	6	64	5.34e-6	6.568e-6	5.061e-6	6.368e-6	7.254e-6	6.16e-6	3.752e-6	6.615e-6
"Float64"	"OldQuickSort"	6	64	5.582e-6	3.438e-6	3.284e-6	3.971e-6	7.475e-6	4.64e-6	2.879e-6	5.88e-6
"Float64"	"OldQuickSort"	7	128	9.074e-6	7.648e-6	9.087e-6	7.693e-6	1.2074e-5	1.0569e-5	7.314e-6	1.3641e-5
"Float64"	"OldQuickSort"	7	128	8.938e-6	7.364e-6	8.232e-6	7.689e-6	1.1776e-5	1.0347e-5	5.079e-6	1.192e-5
"Float64"	"OldQuickSort"	7	128	7.602e-6	4.737e-6	4.531e-6	4.072e-6	1.882e-5	6.364e-6	4.504e-6	9.448e-6
"Float64"	"OldQuickSort"	7	128	9.54e-6	4.878e-6	5.351e-6	7.063e-6	1.1743e-5	7.302e-6	4.501e-6	1.28e-5
"Float64"	"OldQuickSort"	7	128	9.436e-6	4.968e-6	7.355e-6	7.997e-6	1.1136e-5	1.0594e-5	7.507e-6	1.5956e-5
"Float64"	"OldQuickSort"	8	256	2.2364e-5	1.055e-5	9.931e-6	1.093e-5	2.6778e-5	1.7516e-5	1.0646e-5	2.6821e-5
"Float64"	"OldQuickSort"	8	256	2.0338e-5	1.1299e-5	1.032e-5	1.2049e-5	2.0224e-5	1.7511e-5	1.2494e-5	2.5444e-5
"Float64"	"OldQuickSort"	8	256	1.9966e-5	6.978e-6	6.314e-6	7.446e-6	1.0417e-5	1.2389e-5	5.624e-6	2.1119e-5
"Float64"	"OldQuickSort"	8	256	1.8436e-5	7.362e-6	6.855e-6	7.309e-6	1.4598e-5	1.2668e-5	1.058e-5	2.2925e-5
"Float64"	"OldQuickSort"	8	256	2.3688e-5	9.564e-6	6.746e-6	8.086e-6	1.5138e-5	1.2569e-5	9.288e-6	2.6874e-5
"Float64"	"OldQuickSort"	9	512	4.7194e-5	1.5288e-5	1.3601e-5	1.5233e-5	3.1616e-5	2.528e-5	1.2796e-5	4.9754e-5
"Float64"	"OldQuickSort"	9	512	4.4495e-5	1.2308e-5	1.3646e-5	1.7412e-5	2.7666e-5	2.2956e-5	1.2362e-5	5.0788e-5
"Float64"	"OldQuickSort"	9	512	3.2915e-5	1.6599e-5	9.981e-6	1.3803e-5	3.8444e-5	2.2386e-5	1.0118e-5	4.054e-5
"Float64"	"OldQuickSort"	9	512	3.8488e-5	1.5912e-5	1.6434e-5	1.4672e-5	2.7666e-5	3.1098e-5	1.6493e-5	4.7922e-5
"Float64"	"OldQuickSort"	9	512	3.8825e-5	1.559e-5	1.4396e-5	1.6845e-5	2.8812e-5	2.6471e-5	1.7284e-5	4.6226e-5
"Float64"	"OldQuickSort"	10	1024	9.4132e-5	3.3944e-5	2.4032e-5	2.2567e-5	4.5961e-5	4.5784e-5	3.0818e-5	0.000102051
"Float64"	"OldQuickSort"	10	1024	8.398e-5	2.2307e-5	2.1168e-5	2.8673e-5	5.2338e-5	4.3792e-5	2.4379e-5	9.7305e-5
"Float64"	"OldQuickSort"	10	1024	8.3815e-5	3.2609e-5	2.221e-5	1.8207e-5	3.3205e-5	4.1525e-5	2.1828e-5	9.288e-5
"Float64"	"OldQuickSort"	10	1024	8.1603e-5	3.3084e-5	2.7659e-5	3.164e-5	6.2753e-5	6.7122e-5	4.0566e-5	0.000103729
"Float64"	"OldQuickSort"	10	1024	0.000100714	3.0862e-5	3.2015e-5	3.2331e-5	4.5891e-5	5.486e-5	4.6382e-5	0.000124082
"Float64"	"OldQuickSort"	11	2048	0.000177752	5.4407e-5	5.9424e-5	4.8837e-5	7.793e-5	0.000107128	9.8798e-5	0.000319544
"Float64"	"OldQuickSort"	11	2048	0.000184409	5.9115e-5	6.6487e-5	5.9887e-5	9.0643e-5	8.1216e-5	9.5415e-5	0.00030882
"Float64"	"OldQuickSort"	11	2048	0.000186704	6.7177e-5	4.1548e-5	3.5334e-5	7.3784e-5	8.2006e-5	4.187e-5	0.000163649
"Float64"	"OldQuickSort"	11	2048	0.000182708	5.5973e-5	4.3202e-5	5.2236e-5	8.134e-5	0.00010688	7.3748e-5	0.000241557
"Float64"	"OldQuickSort"	11	2048	0.000194103	5.3766e-5	5.3352e-5	4.2659e-5	0.000111587	0.000100032	6.6238e-5	0.000200552
"Float64"	"OldQuickSort"	12	4096	0.000383242	0.000102886	9.6896e-5	9.5219e-5	0.000172274	0.000199743	0.000153989	0.000641468
"Float64"	"OldQuickSort"	12	4096	0.000477333	9.0819e-5	9.2038e-5	0.000103775	0.000145943	0.000202153	0.000101846	0.001046624
"Float64"	"OldQuickSort"	12	4096	0.000348141	8.189e-5	6.6165e-5	7.4429e-5	0.000188483	0.000142447	0.00013741	0.000773417
"Float64"	"OldQuickSort"	12	4096	0.000381825	0.000112697	0.000143618	0.00011339	0.00019779	0.000174191	0.000150892	0.000861311
"Float64"	"OldQuickSort"	12	4096	0.000414167	8.2746e-5	0.000111031	9.1403e-5	0.000149792	0.000229019	0.000105316	0.00069764
"Float64"	"OldQuickSort"	13	8192	0.000963022	0.000185166	0.000171662	0.000174164	0.000323541	0.00041313	0.000218817	0.000898678
"Float64"	"OldQuickSort"	13	8192	0.000940235	0.000226866	0.000183849	0.000187889	0.000379376	0.000484772	0.000330214	0.001177995
"Float64"	"OldQuickSort"	13	8192	0.000733182	0.000173266	0.000137646	0.00016504	0.000357486	0.000492582	0.000189165	0.000785213
"Float64"	"OldQuickSort"	13	8192	0.000854231	0.00017908	0.000186224	0.000174166	0.000350428	0.000375501	0.000425181	0.001433428
"Float64"	"OldQuickSort"	13	8192	0.000902599	0.000234551	0.000205335	0.000241885	0.000477538	0.000552971	0.000423458	0.000925554
"Float64"	"OldQuickSort"	14	16384	0.001847238	0.000417246	0.00054969	0.000488935	0.000831162	0.000914588	0.000677768	0.002344743
"Float64"	"OldQuickSort"	14	16384	0.00176352	0.00038002	0.000547726	0.000509397	0.000836158	0.000769712	0.000637992	0.002674748
"Float64"	"OldQuickSort"	14	16384	0.001516057	0.000294834	0.000361912	0.000323525	0.000733114	0.000638537	0.000432234	0.001817902
"Float64"	"OldQuickSort"	14	16384	0.001809494	0.000370012	0.000359886	0.000410288	0.000694798	0.000837994	0.000709813	0.003013086
"Float64"	"OldQuickSort"	14	16384	0.0019649	0.000477204	0.000533956	0.00048326	0.00081182	0.000867915	0.00070042	0.002088612
"Float64"	"OldQuickSort"	15	32768	0.003585052	0.001312922	0.001037426	0.001045307	0.001246882	0.002166727	0.000965415	0.007212004
"Float64"	"OldQuickSort"	15	32768	0.003629388	0.000759122	0.000960575	0.000774472	0.001643186	0.001778276	0.001456768	0.010496097
"Float64"	"OldQuickSort"	15	32768	0.003174693	0.000661654	0.00059387	0.000599197	0.001297377	0.001285996	0.000828511	0.005889019
"Float64"	"OldQuickSort"	15	32768	0.003749329	0.000982886	0.000919043	0.001002538	0.001265782	0.001894863	0.001053256	0.009243319
"Float64"	"OldQuickSort"	15	32768	0.00383374	0.000848328	0.00074466	0.000772416	0.001661188	0.001898715	0.001503786	0.007002028
"Float64"	"OldQuickSort"	16	65536	0.008220647	0.002095214	0.002275741	0.001515822	0.003160563	0.004357062	0.00213893	0.046985439
"Float64"	"OldQuickSort"	16	65536	0.008295455	0.002417612	0.001969676	0.001612821	0.004947999	0.004167665	0.002604594	0.047351151
"Float64"	"OldQuickSort"	16	65536	0.006546255	0.001580541	0.001246807	0.001238702	0.002731559	0.002933766	0.002661598	0.028595124
"Float64"	"OldQuickSort"	16	65536	0.0081494	0.001587978	0.001837445	0.001552846	0.002346494	0.003139078	0.002107546	0.041663106
"Float64"	"OldQuickSort"	16	65536	0.007912501	0.00153086	0.001814601	0.001969132	0.004096721	0.003908619	0.002563346	0.042502472
"Float64"	"OldQuickSort"	17	131072	0.017833863	0.003435518	0.003379849	0.004374176	0.006882734	0.00821034	0.007069934	0.255308136
"Float64"	"OldQuickSort"	17	131072	0.016285192	0.004225856	0.003946236	0.004037616	0.009739314	0.006164344	0.004252122	0.289460881
"Float64"	"OldQuickSort"	17	131072	0.016252616	0.002912681	0.003972783	0.002961156	0.008687854	0.007322571	0.00361246	0.174014095
"Float64"	"OldQuickSort"	17	131072	0.016688314	0.00409503	0.003023375	0.003972402	0.004661108	0.007914896	0.0044235	0.256156472
"Float64"	"OldQuickSort"	17	131072	0.016326824	0.00358014	0.004109405	0.003897068	0.008236925	0.007485818	0.006586009	0.282883081
"Float64"	"OldQuickSort"	18	262144	0.037341567	0.009541858	0.009357402	0.009671419	0.01122134	0.01736052	0.015217127	NA
"Float64"	"OldQuickSort"	18	262144	0.036451633	0.009616097	0.009330524	0.009073027	0.019761653	0.017665594	0.00910418	NA
"Float64"	"OldQuickSort"	18	262144	0.03050734	0.005944757	0.00562017	0.005847127	0.012074986	0.011462424	0.007860548	NA
"Float64"	"OldQuickSort"	18	262144	0.037156171	0.007398453	0.008446439	0.008201977	0.010566575	0.017233124	0.010291088	NA
"Float64"	"OldQuickSort"	18	262144	0.0366017	0.00893404	0.008487454	0.008341434	0.017271797	0.016471584	0.009341755	NA
"Float64"	"OldQuickSort"	19	524288	0.075408746	0.017462285	0.019005042	0.017742861	0.039190786	0.030186454	0.020001031	NA
"Float64"	"OldQuickSort"	19	524288	0.076133712	0.019570539	0.020418268	0.014800205	0.030327474	0.025819624	0.028096137	NA
"Float64"	"OldQuickSort"	19	524288	0.065519873	0.012596718	0.011702129	0.011945009	0.023966259	0.025181985	0.017020053	NA
"Float64"	"OldQuickSort"	19	524288	0.073721622	0.020274242	0.020034	0.017452165	0.033784053	0.026933702	0.022126642	NA
"Float64"	"OldQuickSort"	19	524288	0.076776803	0.014722109	0.019997302	0.017908096	0.027051534	0.031665511	0.025467751	NA
